"","workerid","rt","content","subjectGender","speakerGender","verb","utterance","contentNr","trigger_class","response","slide_number_in_experiment","age","language","assess","american","gender","comments","Answer.time_in_minutes","nResponse"
"150",5,6591,"Sophia got a tattoo","M","F","admit","Did Ben admit that Sophia got a tattoo?","5","C","No",21,31,"English","Yes","y","m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",2.70488333333333,0
"151",5,6810,"Zoe calculated the tip","M","F","suggest","Did Tim suggest that Zoe calculated the tip?","10","C","No",22,31,"English","Yes","y","m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",2.70488333333333,0
"152",5,3056,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",23,31,"English","Yes","y","m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",2.70488333333333,0
"153",5,4954,"Jayden rented a car","F","F","establish","Did Stephanie establish that Jayden rented a car?","14","NonProj","No",24,31,"English","Yes","y","m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",2.70488333333333,0
"154",5,5618,"Jon walks to work","F","F","be_annoyed","Is Ruth annoyed that Jon walks to work?","19","NonProj","Yes",25,31,"English","Yes","y","m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",2.70488333333333,1
"155",5,4940,"Jackson ran 10 miles","F","F","hear","Did Laura hear that Jackson ran 10 miles?","13","C","Yes",26,31,"English","Yes","y","m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",2.70488333333333,1
"156",5,10061,"Julian dances salsa","F","M","announce","Did Kathleen announce that Julian dances salsa?","18","C","No",27,31,"English","Yes","y","m","The price paid for this HIT was fair for the length of time it took to complete. Also, thank you for caring about paying a fair price! :)",2.70488333333333,0
"157",6,12049,"Grace visited her sister","M","F","prove","Did Andrew prove that Grace visited her sister?","9","C","Yes",2,38,"English","Yes","y","f","",5.84998333333333,1
"158",6,6791,"Mary is pregnant","M","F","establish","Did Patrick establish that Mary is pregnant?","1","NonProj","No",3,38,"English","Yes","y","f","",5.84998333333333,0
"159",6,6227,"Josie went on vacation to France","M","M","say","Did Scott say that Josie went on vacation to France?","2","C","No",4,38,"English","Yes","y","f","",5.84998333333333,0
"160",6,5117,"Frank got a cat","F","F","see","Did Melissa see that Frank got a cat?","12","NonProj","Yes",5,38,"English","Yes","y","f","",5.84998333333333,1
"161",6,5920,"Zoe calculated the tip","M","M","suggest","Did Tim suggest that Zoe calculated the tip?","10","C","No",6,38,"English","Yes","y","f","",5.84998333333333,0
"162",6,9213,"Julian dances salsa","F","M","announce","Did Kathleen announce that Julian dances salsa?","18","C","Yes",7,38,"English","Yes","y","f","",5.84998333333333,1
"163",6,8236,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",8,38,"English","Yes","y","f","",5.84998333333333,0
"164",6,10852,"Charley speaks Spanish","F","F","demonstrate","Did Anna demonstrate that Charley speaks Spanish?","20","C","No",9,38,"English","Yes","y","f","",5.84998333333333,0
"165",6,5140,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",10,38,"English","Yes","y","f","",5.84998333333333,0
"166",6,7720,"Jayden rented a car","F","F","be_annoyed","Is Stephanie annoyed that Jayden rented a car?","14","NonProj","Yes",11,38,"English","Yes","y","f","",5.84998333333333,1
"167",6,6276,"Tony had a drink last night","F","F","confirm","Did Rebecca confirm that Tony had a drink last night?","15","C","No",12,38,"English","Yes","y","f","",5.84998333333333,0
"168",6,44202,"Jackson ran 10 miles","F","F","be_right","Is Laura right that Jackson ran 10 miles?","13","C","No",13,38,"English","Yes","y","f","",5.84998333333333,0
"169",6,9053,"Jon walks to work","F","M","acknowledge","Did Ruth acknowledge that Jon walks to work?","19","C","Yes",14,38,"English","Yes","y","f","",5.84998333333333,1
"170",6,4142,"Hendrick&quotechars car was expensive",NA,"F","MC","Was Hendrick&quotechars car expensive?","control6","control","No",15,38,"English","Yes","y","f","",5.84998333333333,0
"171",6,59361,"Olivia sleeps until noon","M","F","think","Does Jerry think that Olivia sleeps until noon?","4","NonProj","No",16,38,"English","Yes","y","f","",5.84998333333333,0
"172",6,6091,"Emma studied on Saturday morning","M","M","know","Does Justin know that Emma studied on Saturday morning?","3","NonProj","Yes",17,38,"English","Yes","y","f","",5.84998333333333,1
"173",6,6152,"Emily bought a car yesterday","M","M","discover","Did Brian discover that Emily bought a car yesterday?","8","NonProj","Yes",18,38,"English","Yes","y","f","",5.84998333333333,1
"174",6,3911,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",19,38,"English","Yes","y","f","",5.84998333333333,0
"175",6,3564,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",20,38,"English","Yes","y","f","",5.84998333333333,0
"176",6,13995,"Isabella ate a steak on Sunday","M","F","confess","Did Kevin confess that Isabella ate a steak on Sunday?","7","C","No",21,38,"English","Yes","y","f","",5.84998333333333,0
"177",6,40326,"Mia drank 2 cocktails last night","M","F","hear","Did Ray hear that Mia drank 2 cocktails last night?","6","C","Yes",22,38,"English","Yes","y","f","",5.84998333333333,1
"178",6,9630,"Sophia got a tattoo","M","F","reveal","Did Ben reveal that Sophia got a tattoo?","5","NonProj","No",23,38,"English","Yes","y","f","",5.84998333333333,0
"179",6,10284,"Owen shoveled snow last winter","F","F","admit","Did Cynthia admit that Owen shoveled snow last winter?","17","C","Yes",24,38,"English","Yes","y","f","",5.84998333333333,1
"180",6,38930,"Danny ate the last cupcake","F","F","pretend","Did Amanda pretend that Danny ate the last cupcake?","11","NonProj","No",25,38,"English","Yes","y","f","",5.84998333333333,0
"181",6,8322,"Todd played football in high school",NA,"F","MC","Did Todd play football in high school?","control3","control","No",26,38,"English","Yes","y","f","",5.84998333333333,0
"182",6,9495,"Josh learned to ride a bike yesterday","F","F","inform","Did Sharon inform Sam that Josh learned to ride a bike yesterday?","16","C","Yes",27,38,"English","Yes","y","f","",5.84998333333333,1
"183",7,16551,"Jayden rented a car","F","F","inform","Did Stephanie inform Sam that Jayden rented a car?","14","C","Yes",2,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"184",7,10769,"Sophia got a tattoo","M","F","pretend","Did Ben pretend that Sophia got a tattoo?","5","NonProj","No",3,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"185",7,5210,"Madison had a baby",NA,"F","MC","Did Madison have a baby?","control5","control","No",4,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"186",7,12136,"Mary is pregnant","M","M","think","Does Patrick think that Mary is pregnant?","1","NonProj","No",5,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"187",7,5608,"Tony had a drink last night","F","F","be_right","Is Rebecca right that Tony had a drink last night?","15","C","No",6,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"188",7,6988,"Josh learned to ride a bike yesterday","F","M","acknowledge","Did Sharon acknowledge that Josh learned to ride a bike yesterday?","16","C","Yes",7,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"189",7,5616,"Jon walks to work","F","F","hear","Did Ruth hear that Jon walks to work?","19","C","Yes",8,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"190",7,4063,"Julian dances salsa","F","F","say","Did Kathleen say that Julian dances salsa?","18","C","Yes",9,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"191",7,4656,"Danny ate the last cupcake","F","F","know","Does Amanda know that Danny ate the last cupcake?","11","NonProj","Yes",10,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"192",7,7202,"Emily bought a car yesterday","M","M","reveal","Did Brian reveal that Emily bought a car yesterday?","8","NonProj","Yes",11,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"193",7,4913,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",12,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"194",7,4573,"Owen shoveled snow last winter","F","M","be_annoyed","Is Cynthia annoyed that Owen shoveled snow last winter?","17","NonProj","Yes",13,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"195",7,6230,"Charley speaks Spanish","F","M","establish","Did Anna establish that Charley speaks Spanish?","20","NonProj","Yes",14,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"196",7,5028,"Zoe calculated the tip","M","M","announce","Did Tim announce that Zoe calculated the tip?","10","C","Yes",15,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"197",7,4534,"Olivia sleeps until noon","M","F","discover","Did Jerry discover that Olivia sleeps until noon?","4","NonProj","Yes",16,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"198",7,7050,"Grace visited her sister","M","M","suggest","Did Andrew suggest that Grace visited her sister?","9","C","No",17,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"199",7,5575,"Mia drank 2 cocktails last night","M","F","confirm","Did Ray confirm that Mia drank 2 cocktails last night?","6","C","No",18,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"200",7,3550,"Zack is coming to the meeting tomorrow",NA,"F","MC","Is Zack coming to the meeting tomorrow?","control1","control","No",19,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"201",7,3243,"Hendrick&quotechars car was expensive",NA,"M","MC","Was Hendrick&quotechars car expensive?","control6","control","No",20,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"202",7,2421,"Mary&quotechars aunt is sick",NA,"F","MC","Is Mary&quotechars aunt sick?","control2","control","No",21,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"203",7,4310,"Jackson ran 10 miles","F","M","admit","Did Laura admit that Jackson ran 10 miles?","13","C","Yes",22,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"204",7,6764,"Frank got a cat","F","M","see","Did Melissa see that Frank got a cat?","12","NonProj","Yes",23,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,1
"205",7,5984,"Emma studied on Saturday morning","M","F","demonstrate","Did Justin demonstrate that Emma studied on Saturday morning?","3","C","No",24,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"206",7,5522,"Isabella ate a steak on Sunday","M","F","confess","Did Kevin confess that Isabella ate a steak on Sunday?","7","C","No",25,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"207",7,7036,"Josie went on vacation to France","M","M","prove","Did Scott prove that Josie went on vacation to France?","2","C","No",26,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"208",7,3052,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",27,32,"english","Yes","y","f","seems fair for time it took, thank you. ",2.64306666666667,0
"313",12,40156,"Jon walks to work","F","M","know","Does Ruth know that Jon walks to work?","19","NonProj","Yes",2,38,"English","No","y","f","It&quotechars a fair price for the amount of work performed.",5.49736666666667,1
"314",12,20363,"Sophia got a tattoo","M","M","pretend","Did Ben pretend that Sophia got a tattoo?","5","NonProj","No",3,38,"English","No","y","f","It&quotechars a fair price for the amount of work performed.",5.49736666666667,0
"315",12,6180,"Vanessa is good at math",NA,"F","MC","Is Vanessa good at math?","control4","control","No",4,38,"English","No","y","f","It&quotechars a fair price for the amount of work performed.",5.49736666666667,0
"316",12,8826,"Todd played football in high school",NA,"M","MC","Did Todd play football in high school?","control3","control","No",5,38,"English","No","y","f","It&quotechars a fair price for the amount of work performed.",5.49736666666667,0
"317",12,22745,"Madison had a baby",NA,"M","MC","Did Madison have a baby?","control5","control","No",6,38,"English","No","y","f","It&quotechars a fair price for the amount of work performed.",5.49736666666667,0
"318",12,12129,"Zoe calculated the tip","M","M","see","Did Tim see that Zoe calculated the tip?","10","NonProj","No",7,38,"English","No","y","f","It&quotechars a fair price for the amount of work performed.",5.49736666666667,0
"319",12,8250,"Julian dances salsa","F","F","announce","Did Kathleen announce that Julian dances salsa?","18","C","No",8,38,"English","No","y","f","It&quotechars a fair price for the amount of work performed.",5.49736666666667,0
"320",12,34055,"Owen shoveled snow last winter","F","F","be_right","Is Cynthia right that Owen shoveled snow last winter?","17","C","No",9,38,"English","No","y","f","It&quotechars a fair price for the amount of work performed.",5.49736666666667,0
