"","X","workerid","rt","subjectGender","speakerGender","content","verb","contentNr","trigger_class","response","slide_number_in_experiment","age","language","asses","american","gender","comments","Answer.time_in_minutes","predicateClause"
"239",267,9,6551,"M","F","Josie went on vacation to France","confirm","2","C",1,19,39,"English","Yes",0,"Male","",4.15746666666667,"confirm.Josie went on vacation to France"
"240",268,9,4777,"M","M","Emily bought a car yesterday","confess","8","C",1,20,39,"English","Yes",0,"Male","",4.15746666666667,"confess.Emily bought a car yesterday"
"241",269,9,4071,"F","M","Jackson ran 10 miles","establish","13","NonProj",1,21,39,"English","Yes",0,"Male","",4.15746666666667,"establish.Jackson ran 10 miles"
"242",270,9,5088,"F","M","Owen shoveled snow last winter","think","17","NonProj",0.46,22,39,"English","Yes",0,"Male","",4.15746666666667,"think.Owen shoveled snow last winter"
"243",271,9,4840,"F","F","Jon walks to work","be_right","19","C",1,23,39,"English","Yes",0,"Male","",4.15746666666667,"be_right_that.Jon walks to work"
"244",272,9,5792,"M","M","Zoe calculated the tip","inform","10","C",1,24,39,"English","Yes",0,"Male","",4.15746666666667,"inform_Sam.Zoe calculated the tip"
"245",273,9,9151,"M","M","Emma studied on Saturday morning","suggest","3","C",0.65,25,39,"English","Yes",0,"Male","",4.15746666666667,"suggest.Emma studied on Saturday morning"
"247",275,9,7495,"F","M","Jayden rented a car","say","14","C",1,27,39,"English","Yes",0,"Male","",4.15746666666667,"say.Jayden rented a car"
"248",276,9,3305,"F","F","Julian dances salsa","hear","18","C",0.47,28,39,"English","Yes",0,"Male","",4.15746666666667,"hear.Julian dances salsa"
"249",277,9,4775,"F","M","Tony had a drink last night","reveal","15","NonProj",1,29,39,"English","Yes",0,"Male","",4.15746666666667,"reveal.Tony had a drink last night"
"250",278,9,2951,"M","F","Mary is pregnant","acknowledge","1","C",1,30,39,"English","Yes",0,"Male","",4.15746666666667,"acknowledge.Mary is pregnant"
"251",279,9,3168,"M","F","Grace visited her sister","know","9","NonProj",1,31,39,"English","Yes",0,"Male","",4.15746666666667,"know.Grace visited her sister"
"252",280,9,10999,"F","F","Josh learned to ride a bike yesterday","demonstrate","16","C",0.74,32,39,"English","Yes",0,"Male","",4.15746666666667,"demonstrate.Josh learned to ride a bike yesterday"
"254",282,10,7352,"M","M","Olivia sleeps until noon","inform","4","C",0.98,6,27,"English","Yes",0,"Female","No issues",4.0602,"inform_Sam.Olivia sleeps until noon"
"255",283,10,16271,"M","F","Josie went on vacation to France","confirm","2","C",0.98,7,27,"English","Yes",0,"Female","No issues",4.0602,"confirm.Josie went on vacation to France"
"256",284,10,5949,"F","F","Owen shoveled snow last winter","reveal","17","NonProj",0.98,8,27,"English","Yes",0,"Female","No issues",4.0602,"reveal.Owen shoveled snow last winter"
"257",285,10,5888,"M","F","Mia drank 2 cocktails last night","admit","6","C",0.99,9,27,"English","Yes",0,"Female","No issues",4.0602,"admit.Mia drank 2 cocktails last night"
"258",286,10,4091,"M","M","Emma studied on Saturday morning","acknowledge","3","C",0.99,10,27,"English","Yes",0,"Female","No issues",4.0602,"acknowledge.Emma studied on Saturday morning"
"260",288,10,9545,"M","F","Zoe calculated the tip","know","10","NonProj",0.8,12,27,"English","Yes",0,"Female","No issues",4.0602,"know.Zoe calculated the tip"
"261",289,10,7584,"F","F","Josh learned to ride a bike yesterday","think","16","NonProj",0.39,13,27,"English","Yes",0,"Female","No issues",4.0602,"think.Josh learned to ride a bike yesterday"
"262",290,10,4629,"M","F","Grace visited her sister","say","9","C",0.99,14,27,"English","Yes",0,"Female","No issues",4.0602,"say.Grace visited her sister"
"263",291,10,4664,"F","F","Jon walks to work","see","19","NonProj",0.99,15,27,"English","Yes",0,"Female","No issues",4.0602,"see.Jon walks to work"
"264",292,10,4902,"F","F","Jayden rented a car","be_right","14","C",0.99,16,27,"English","Yes",0,"Female","No issues",4.0602,"be_right_that.Jayden rented a car"
"265",293,10,6347,"F","F","Julian dances salsa","be_annoyed","18","NonProj",0.79,17,27,"English","Yes",0,"Female","No issues",4.0602,"annoyed.Julian dances salsa"
"266",294,10,5714,"M","M","Isabella ate a steak on Sunday","suggest","7","C",0.33,18,27,"English","Yes",0,"Female","No issues",4.0602,"suggest.Isabella ate a steak on Sunday"
"268",296,10,4408,"M","M","Emily bought a car yesterday","discover","8","NonProj",0.99,20,27,"English","Yes",0,"Female","No issues",4.0602,"discover.Emily bought a car yesterday"
"269",297,10,4547,"M","F","Mary is pregnant","prove","1","C",0.99,21,27,"English","Yes",0,"Female","No issues",4.0602,"prove.Mary is pregnant"
"270",298,10,5601,"M","M","Sophia got a tattoo","pretend","5","NonProj",0.18,22,27,"English","Yes",0,"Female","No issues",4.0602,"pretend.Sophia got a tattoo"
"271",299,10,7085,"F","F","Danny ate the last cupcake","confess","11","C",0.98,23,27,"English","Yes",0,"Female","No issues",4.0602,"confess.Danny ate the last cupcake"
"273",301,10,5561,"F","M","Tony had a drink last night","establish","15","NonProj",0.98,25,27,"English","Yes",0,"Female","No issues",4.0602,"establish.Tony had a drink last night"
"276",304,10,4604,"F","F","Jackson ran 10 miles","demonstrate","13","C",0.98,28,27,"English","Yes",0,"Female","No issues",4.0602,"demonstrate.Jackson ran 10 miles"
"278",306,10,6207,"F","F","Charley speaks Spanish","announce","20","C",0.98,30,27,"English","Yes",0,"Female","No issues",4.0602,"announce.Charley speaks Spanish"
"280",308,10,8774,"F","M","Frank got a cat","hear","12","C",0.52,32,27,"English","Yes",0,"Female","No issues",4.0602,"hear.Frank got a cat"
"281",309,11,7206,"F","M","Jackson ran 10 miles","hear","13","C",0.53,5,43,"english","Yes",0,"Female","",3.32451666666667,"hear.Jackson ran 10 miles"
"283",311,11,4784,"M","M","Emily bought a car yesterday","confess","8","C",1,7,43,"english","Yes",0,"Female","",3.32451666666667,"confess.Emily bought a car yesterday"
"285",313,11,5111,"M","F","Emma studied on Saturday morning","admit","3","C",1,9,43,"english","Yes",0,"Female","",3.32451666666667,"admit.Emma studied on Saturday morning"
"286",314,11,3696,"F","F","Owen shoveled snow last winter","say","17","C",1,10,43,"english","Yes",0,"Female","",3.32451666666667,"say.Owen shoveled snow last winter"
"287",315,11,3920,"M","M","Grace visited her sister","discover","9","NonProj",1,11,43,"english","Yes",0,"Female","",3.32451666666667,"discover.Grace visited her sister"
"288",316,11,4112,"F","F","Josh learned to ride a bike yesterday","be_annoyed","16","NonProj",1,12,43,"english","Yes",0,"Female","",3.32451666666667,"annoyed.Josh learned to ride a bike yesterday"
"289",317,11,4879,"M","M","Zoe calculated the tip","pretend","10","NonProj",0,13,43,"english","Yes",0,"Female","",3.32451666666667,"pretend.Zoe calculated the tip"
"291",319,11,3361,"F","F","Tony had a drink last night","confirm","15","C",1,15,43,"english","Yes",0,"Female","",3.32451666666667,"confirm.Tony had a drink last night"
"292",320,11,4320,"M","F","Sophia got a tattoo","reveal","5","NonProj",0.98,16,43,"english","Yes",0,"Female","",3.32451666666667,"reveal.Sophia got a tattoo"
"293",321,11,4815,"F","F","Jon walks to work","suggest","19","C",0.43,17,43,"english","Yes",0,"Female","",3.32451666666667,"suggest.Jon walks to work"
"294",322,11,5495,"F","F","Frank got a cat","see","12","NonProj",0.97,18,43,"english","Yes",0,"Female","",3.32451666666667,"see.Frank got a cat"
"296",324,11,5023,"F","M","Charley speaks Spanish","inform","20","C",0.98,20,43,"english","Yes",0,"Female","",3.32451666666667,"inform_Sam.Charley speaks Spanish"
"297",325,11,16055,"M","M","Mia drank 2 cocktails last night","acknowledge","6","C",1,21,43,"english","Yes",0,"Female","",3.32451666666667,"acknowledge.Mia drank 2 cocktails last night"
"298",326,11,4552,"M","F","Olivia sleeps until noon","know","4","NonProj",1,22,43,"english","Yes",0,"Female","",3.32451666666667,"know.Olivia sleeps until noon"
"300",328,11,4680,"F","F","Julian dances salsa","prove","18","C",1,24,43,"english","Yes",0,"Female","",3.32451666666667,"prove.Julian dances salsa"
"301",329,11,4223,"M","M","Josie went on vacation to France","announce","2","C",0.47,25,43,"english","Yes",0,"Female","",3.32451666666667,"announce.Josie went on vacation to France"
"303",331,11,3223,"F","F","Danny ate the last cupcake","establish","11","NonProj",1,27,43,"english","Yes",0,"Female","",3.32451666666667,"establish.Danny ate the last cupcake"
"305",333,11,4704,"F","F","Jayden rented a car","think","14","NonProj",0.35,29,43,"english","Yes",0,"Female","",3.32451666666667,"think.Jayden rented a car"
"307",335,11,6104,"M","F","Isabella ate a steak on Sunday","demonstrate","7","C",0.71,31,43,"english","Yes",0,"Female","",3.32451666666667,"demonstrate.Isabella ate a steak on Sunday"
"308",336,11,3024,"M","M","Mary is pregnant","be_right","1","C",1,32,43,"english","Yes",0,"Female","",3.32451666666667,"be_right_that.Mary is pregnant"
"309",337,12,6487,"F","M","Jon walks to work","inform","19","C",0.43,5,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"inform_Sam.Jon walks to work"
"311",339,12,3463,"F","F","Danny ate the last cupcake","know","11","NonProj",1,7,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"know.Danny ate the last cupcake"
"314",342,12,5168,"F","M","Charley speaks Spanish","suggest","20","C",0.43,10,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"suggest.Charley speaks Spanish"
"315",343,12,4648,"F","M","Frank got a cat","think","12","NonProj",0.42,11,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"think.Frank got a cat"
"316",344,12,6008,"F","F","Julian dances salsa","pretend","18","NonProj",0.22,12,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"pretend.Julian dances salsa"
"317",345,12,5231,"M","F","Emily bought a car yesterday","be_annoyed","8","NonProj",0.97,13,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"annoyed.Emily bought a car yesterday"
"318",346,12,6687,"M","M","Mary is pregnant","say","1","C",0.44,14,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"say.Mary is pregnant"
"320",348,12,5000,"M","F","Sophia got a tattoo","hear","5","C",0.44,16,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"hear.Sophia got a tattoo"
"321",349,12,6319,"M","F","Emma studied on Saturday morning","demonstrate","3","C",0.86,17,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"demonstrate.Emma studied on Saturday morning"
"322",350,12,6032,"M","F","Zoe calculated the tip","establish","10","NonProj",0.66,18,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"establish.Zoe calculated the tip"
"323",351,12,6049,"M","M","Grace visited her sister","acknowledge","9","C",0.93,19,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"acknowledge.Grace visited her sister"
"325",353,12,6712,"F","F","Jayden rented a car","prove","14","C",0.83,21,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"prove.Jayden rented a car"
"326",354,12,5344,"M","F","Isabella ate a steak on Sunday","discover","7","NonProj",0.8,22,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"discover.Isabella ate a steak on Sunday"
"327",355,12,5640,"M","F","Josie went on vacation to France","confirm","2","C",0.9,23,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"confirm.Josie went on vacation to France"
"329",357,12,4880,"M","F","Mia drank 2 cocktails last night","announce","6","C",0.45,25,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"announce.Mia drank 2 cocktails last night"
"330",358,12,3608,"F","F","Jackson ran 10 miles","be_right","13","C",0.89,26,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"be_right_that.Jackson ran 10 miles"
"331",359,12,6407,"F","M","Josh learned to ride a bike yesterday","admit","16","C",0.78,27,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"admit.Josh learned to ride a bike yesterday"
"333",361,12,3592,"F","M","Tony had a drink last night","reveal","15","NonProj",0.79,29,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"reveal.Tony had a drink last night"
"335",363,12,5928,"M","M","Olivia sleeps until noon","confess","4","C",0.69,31,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"confess.Olivia sleeps until noon"
"336",364,12,8112,"F","M","Owen shoveled snow last winter","see","17","NonProj",0.88,32,32,"vietnamese, english","Yes",0,"Male","I think this is a fair price for the experiment since I accepted the hit at that price",3.78776666666667,"see.Owen shoveled snow last winter"
"337",393,14,6394,"M","F","Olivia sleeps until noon","inform","4","C",0.98,5,35,"english","Yes",0,"Male","",2.99668333333333,"inform_Sam.Olivia sleeps until noon"
"340",396,14,4703,"M","F","Grace visited her sister","reveal","9","NonProj",0.95,8,35,"english","Yes",0,"Male","",2.99668333333333,"reveal.Grace visited her sister"
"341",397,14,3575,"M","F","Sophia got a tattoo","know","5","NonProj",0.98,9,35,"english","Yes",0,"Male","",2.99668333333333,"know.Sophia got a tattoo"
"343",399,14,4595,"M","F","Emily bought a car yesterday","announce","8","C",0.98,11,35,"english","Yes",0,"Male","",2.99668333333333,"announce.Emily bought a car yesterday"
"344",400,14,4042,"F","F","Julian dances salsa","say","18","C",0.99,12,35,"english","Yes",0,"Male","",2.99668333333333,"say.Julian dances salsa"
"345",401,14,3811,"F","M","Charley speaks Spanish","confirm","20","C",0.95,13,35,"english","Yes",0,"Male","",2.99668333333333,"confirm.Charley speaks Spanish"
"346",402,14,5938,"M","M","Zoe calculated the tip","prove","10","C",1,14,35,"english","Yes",0,"Male","",2.99668333333333,"prove.Zoe calculated the tip"
"348",404,14,5474,"F","F","Owen shoveled snow last winter","establish","17","NonProj",0.98,16,35,"english","Yes",0,"Male","",2.99668333333333,"establish.Owen shoveled snow last winter"
"349",405,14,3465,"F","M","Jon walks to work","admit","19","C",0.98,17,35,"english","Yes",0,"Male","",2.99668333333333,"admit.Jon walks to work"
"350",406,14,5479,"F","M","Jackson ran 10 miles","think","13","NonProj",0.02,18,35,"english","Yes",0,"Male","",2.99668333333333,"think.Jackson ran 10 miles"
"351",407,14,4661,"F","M","Tony had a drink last night","pretend","15","NonProj",0.03,19,35,"english","Yes",0,"Male","",2.99668333333333,"pretend.Tony had a drink last night"
"353",409,14,4052,"M","F","Isabella ate a steak on Sunday","be_right","7","C",0.96,21,35,"english","Yes",0,"Male","",2.99668333333333,"be_right_that.Isabella ate a steak on Sunday"
"355",411,14,5069,"F","F","Frank got a cat","hear","12","C",0,23,35,"english","Yes",0,"Male","",2.99668333333333,"hear.Frank got a cat"
"356",412,14,5821,"M","F","Josie went on vacation to France","see","2","NonProj",0.96,24,35,"english","Yes",0,"Male","",2.99668333333333,"see.Josie went on vacation to France"
"357",413,14,3082,"F","F","Jayden rented a car","discover","14","NonProj",0.97,25,35,"english","Yes",0,"Male","",2.99668333333333,"discover.Jayden rented a car"
"359",415,14,5548,"M","M","Emma studied on Saturday morning","acknowledge","3","C",0.96,27,35,"english","Yes",0,"Male","",2.99668333333333,"acknowledge.Emma studied on Saturday morning"
"360",416,14,4645,"F","F","Danny ate the last cupcake","demonstrate","11","C",0.96,28,35,"english","Yes",0,"Male","",2.99668333333333,"demonstrate.Danny ate the last cupcake"
"361",417,14,5662,"M","F","Mary is pregnant","suggest","1","C",0.11,29,35,"english","Yes",0,"Male","",2.99668333333333,"suggest.Mary is pregnant"
"362",418,14,3771,"M","M","Mia drank 2 cocktails last night","confess","6","C",0.97,30,35,"english","Yes",0,"Male","",2.99668333333333,"confess.Mia drank 2 cocktails last night"
