workerid,hitid,hittypeid,title,description,keywords,reward,creationtime,assignments,numavailable,numpending,numcomplete,hitstatus,reviewstatus,annotation,assignmentduration,autoapprovaldelay,hitlifetime,viewhit,assignmentid,workerid,assignmentstatus,autoapprovaltime,assignmentaccepttime,assignmentsubmittime,assignmentapprovaltime,assignmentrejecttime,deadline,feedback,reject,Answer.catch_trials,Answer.condition,Answer.time_in_minutes
151,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZV9H2YQQD8JGBLH0P5D1HXQA8M3WK,151,Approved,Tue Jun 23 07:54:47 CEST 2015,Mon Jun 22 15:12:16 CEST 2015,Mon Jun 22 15:14:47 CEST 2015,Mon Jun 22 17:54:24 CEST 2015,,,,,[],{},2.4769
152,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,36WLNQG78ZBU2633UIQDXUO2RWUBE3,152,Approved,Tue Jun 23 07:54:54 CEST 2015,Mon Jun 22 15:11:49 CEST 2015,Mon Jun 22 15:14:54 CEST 2015,Mon Jun 22 17:54:25 CEST 2015,,,,,[],{},3.05895
153,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3D3VGR7TA0GE8F4V1VV7EIP9IT73RH,153,Approved,Tue Jun 23 07:54:58 CEST 2015,Mon Jun 22 15:09:56 CEST 2015,Mon Jun 22 15:14:58 CEST 2015,Mon Jun 22 17:54:25 CEST 2015,,,,,[],{},5.000666666666667
154,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3E4GGUZ1T8S30TVH7B85UWY3HNC2KB,154,Approved,Tue Jun 23 07:55:00 CEST 2015,Mon Jun 22 15:03:33 CEST 2015,Mon Jun 22 15:15:00 CEST 2015,Mon Jun 22 17:54:25 CEST 2015,,,,,[],{},2.4077333333333333
155,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3F1567XTNW60BGEB5P7H05IQMZEQ9J,155,Approved,Tue Jun 23 07:55:24 CEST 2015,Mon Jun 22 15:13:02 CEST 2015,Mon Jun 22 15:15:24 CEST 2015,Mon Jun 22 17:54:25 CEST 2015,,,,,[],{},2.3518166666666667
156,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3G5F9DBFOPYLVUSBP0PJJ9FMM41VH8,156,Approved,Tue Jun 23 07:56:09 CEST 2015,Mon Jun 22 15:06:20 CEST 2015,Mon Jun 22 15:16:09 CEST 2015,Mon Jun 22 17:54:25 CEST 2015,,,,,[],{},9.6756
157,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3B2X28YI3WGQPRAOO07FL6WPAY66BD,157,Approved,Tue Jun 23 07:56:50 CEST 2015,Mon Jun 22 15:12:51 CEST 2015,Mon Jun 22 15:16:50 CEST 2015,Mon Jun 22 17:54:25 CEST 2015,,,,,[],{},3.7351666666666667
158,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3JNQLM5FT4NEKZDZSBK69WBI6NHL2X,158,Approved,Tue Jun 23 07:57:18 CEST 2015,Mon Jun 22 15:13:01 CEST 2015,Mon Jun 22 15:17:18 CEST 2015,Mon Jun 22 17:54:25 CEST 2015,,,,,[],{},2.7937166666666666
159,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3GFK2QRXX9IMUQ8LE8T6GEVAO4D5WC,159,Approved,Tue Jun 23 07:57:36 CEST 2015,Mon Jun 22 15:04:40 CEST 2015,Mon Jun 22 15:17:36 CEST 2015,Mon Jun 22 17:54:26 CEST 2015,,,,,[],{},2.9469333333333334
160,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3Z9WI9EOZZP7FJYZQWBCH04566UHK8,160,Approved,Tue Jun 23 07:57:40 CEST 2015,Mon Jun 22 15:07:51 CEST 2015,Mon Jun 22 15:17:40 CEST 2015,Mon Jun 22 17:54:32 CEST 2015,,,,,[],{},5.524533333333333
161,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3MH9DQ757WD7IJ8004XW2N12TXGGU6,161,Approved,Tue Jun 23 07:57:46 CEST 2015,Mon Jun 22 15:11:21 CEST 2015,Mon Jun 22 15:17:46 CEST 2015,Mon Jun 22 17:54:32 CEST 2015,,,,,[],{},6.38205
162,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3B837J3LDOXISWPARAW8MQXLA95SRX,162,Approved,Tue Jun 23 07:58:15 CEST 2015,Mon Jun 22 15:06:54 CEST 2015,Mon Jun 22 15:18:15 CEST 2015,Mon Jun 22 17:54:33 CEST 2015,,,,,[],{},2.8590166666666668
163,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FQ5JJ512LPZPFKATU6PMK11SI3NKN,163,Approved,Tue Jun 23 07:58:33 CEST 2015,Mon Jun 22 15:16:42 CEST 2015,Mon Jun 22 15:18:33 CEST 2015,Mon Jun 22 17:54:33 CEST 2015,,,,,[],{},1.8344666666666667
164,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,39L1G8WVWQSQFA5E31GS8R7WEVD13J,164,Approved,Tue Jun 23 07:58:34 CEST 2015,Mon Jun 22 15:14:00 CEST 2015,Mon Jun 22 15:18:34 CEST 2015,Mon Jun 22 17:54:33 CEST 2015,,,,,[],{},4.438616666666666
165,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3Z4XG4ZF48SK68WDMBWVUHJ8ZWK8XA,165,Approved,Tue Jun 23 07:58:36 CEST 2015,Mon Jun 22 15:14:19 CEST 2015,Mon Jun 22 15:18:36 CEST 2015,Mon Jun 22 17:54:33 CEST 2015,,,,,[],{},4.241966666666666
166,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,37UQDCYH6XWO25MZCR37SWQS8157VI,166,Approved,Tue Jun 23 07:58:47 CEST 2015,Mon Jun 22 15:17:03 CEST 2015,Mon Jun 22 15:18:47 CEST 2015,Mon Jun 22 17:54:33 CEST 2015,,,,,[],{},1.7113666666666667
167,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,30JNVC0OR9LTQMWU31V9DMGE5CMQH9,167,Approved,Tue Jun 23 07:59:38 CEST 2015,Mon Jun 22 15:15:19 CEST 2015,Mon Jun 22 15:19:38 CEST 2015,Mon Jun 22 17:54:33 CEST 2015,,,,,[],{},4.290966666666667
168,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3PDJHANYK5H0G4DAOSHB7HZN5BB6HT,168,Approved,Tue Jun 23 07:59:46 CEST 2015,Mon Jun 22 15:16:04 CEST 2015,Mon Jun 22 15:19:46 CEST 2015,Mon Jun 22 17:54:34 CEST 2015,,,,,[],{},3.6535333333333333
169,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3F6HPJW4JD1UVTPYWPR8I7SY4UM2W8,169,Approved,Tue Jun 23 08:00:10 CEST 2015,Mon Jun 22 14:54:35 CEST 2015,Mon Jun 22 15:20:10 CEST 2015,Mon Jun 22 17:54:34 CEST 2015,,,,,[],{},24.444466666666667
170,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3WLEIWSYHOICY3U91Q58H4IBP69H2N,170,Approved,Tue Jun 23 08:00:19 CEST 2015,Mon Jun 22 15:16:34 CEST 2015,Mon Jun 22 15:20:19 CEST 2015,Mon Jun 22 17:54:34 CEST 2015,,,,,[],{},3.6849
171,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3FIJLY1B6U5OCE498YSKAWERK1NFP9,171,Approved,Tue Jun 23 08:01:05 CEST 2015,Mon Jun 22 15:16:27 CEST 2015,Mon Jun 22 15:21:05 CEST 2015,Mon Jun 22 17:54:34 CEST 2015,,,,,[],{},4.399183333333333
172,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,379J5II41OH6FFPFLVF7BXK73Q8ELT,172,Approved,Tue Jun 23 08:01:26 CEST 2015,Mon Jun 22 15:17:26 CEST 2015,Mon Jun 22 15:21:26 CEST 2015,Mon Jun 22 17:54:34 CEST 2015,,,,,[],{},3.9358333333333335
173,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,323Q6SJS8IHWZX6LPLKF1NC0YADFH4,173,Approved,Tue Jun 23 08:01:30 CEST 2015,Mon Jun 22 15:11:36 CEST 2015,Mon Jun 22 15:21:30 CEST 2015,Mon Jun 22 17:54:34 CEST 2015,,,,,[],{},2.8634166666666667
174,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3WSELTNVR33R8FG8EZFC154XCOVATW,174,Approved,Tue Jun 23 08:01:35 CEST 2015,Mon Jun 22 15:17:12 CEST 2015,Mon Jun 22 15:21:35 CEST 2015,Mon Jun 22 17:54:34 CEST 2015,,,,,[],{},4.272883333333334
175,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3IXQG4FA2TZD7ACMM7AR5GNR0ZE9BR,175,Approved,Tue Jun 23 08:02:18 CEST 2015,Mon Jun 22 15:19:20 CEST 2015,Mon Jun 22 15:22:18 CEST 2015,Mon Jun 22 17:54:35 CEST 2015,,,,,[],{},2.9211833333333335
176,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3S06PH7KSR5OX27BWQM4L0T85821DH,176,Approved,Tue Jun 23 08:02:31 CEST 2015,Mon Jun 22 15:18:53 CEST 2015,Mon Jun 22 15:22:31 CEST 2015,Mon Jun 22 17:54:35 CEST 2015,,,,,[],{},2.1934666666666667
177,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3VJ40NV2QIOGAJA9OIKU20O215ZTOE,177,Approved,Tue Jun 23 08:02:58 CEST 2015,Mon Jun 22 15:20:55 CEST 2015,Mon Jun 22 15:22:58 CEST 2015,Mon Jun 22 17:54:35 CEST 2015,,,,,[],{},1.99035
178,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3K9FOBBF2HKA9L2SEUIQ1KEGHI8NLQ,178,Approved,Tue Jun 23 08:03:05 CEST 2015,Mon Jun 22 15:17:59 CEST 2015,Mon Jun 22 15:23:05 CEST 2015,Mon Jun 22 17:54:35 CEST 2015,,,,,[],{},5.05015
179,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3L4PIM1GQTHFOI1JQGOX4CLMRU1YRH,179,Approved,Tue Jun 23 08:03:45 CEST 2015,Mon Jun 22 15:17:43 CEST 2015,Mon Jun 22 15:23:45 CEST 2015,Mon Jun 22 17:54:35 CEST 2015,,,,,[],{},5.98505
180,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3PJ71Z61R43CUCUUKAH2Z4AIENN918,180,Approved,Tue Jun 23 08:03:47 CEST 2015,Mon Jun 22 15:15:14 CEST 2015,Mon Jun 22 15:23:47 CEST 2015,Mon Jun 22 17:54:42 CEST 2015,,,,,[],{},8.504033333333334
181,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,38F5OAUN5NDJK4RF72M3DVZJ0MVH73,181,Approved,Tue Jun 23 08:04:24 CEST 2015,Mon Jun 22 15:19:44 CEST 2015,Mon Jun 22 15:24:24 CEST 2015,Mon Jun 22 17:54:42 CEST 2015,,,,,[],{},4.600316666666667
182,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,39DD6S19JPCQK46J0W6GJCV5IZGEZC,182,Approved,Tue Jun 23 08:04:26 CEST 2015,Mon Jun 22 15:22:27 CEST 2015,Mon Jun 22 15:24:26 CEST 2015,Mon Jun 22 17:54:42 CEST 2015,,,,,[],{},1.9595833333333332
183,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3OLQQLKKNSQ0KP1FIA3UVI7FZ13JEW,183,Approved,Tue Jun 23 08:04:33 CEST 2015,Mon Jun 22 15:19:28 CEST 2015,Mon Jun 22 15:24:33 CEST 2015,Mon Jun 22 17:54:43 CEST 2015,,,,,[],{},4.99525
184,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3YDGXNSEOZVT868320UQX6MA61E84U,184,Approved,Tue Jun 23 08:04:35 CEST 2015,Mon Jun 22 15:20:59 CEST 2015,Mon Jun 22 15:24:35 CEST 2015,Mon Jun 22 17:54:43 CEST 2015,,,,,[],{},3.56435
185,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,32AT8R96GLAA8OHRV4RDR1K5H89SU1,185,Approved,Tue Jun 23 08:04:47 CEST 2015,Mon Jun 22 15:07:59 CEST 2015,Mon Jun 22 15:24:47 CEST 2015,Mon Jun 22 17:54:43 CEST 2015,,,,,[],{},2.74115
186,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3T3IWE1XG6OJVVNP3VCYR5J2G6HTQM,186,Approved,Tue Jun 23 08:04:56 CEST 2015,Mon Jun 22 15:22:15 CEST 2015,Mon Jun 22 15:24:56 CEST 2015,Mon Jun 22 17:54:43 CEST 2015,,,,,[],{},2.6590666666666665
187,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3HL8HNGX4523KRO2R9WNO6ECFX69F9,187,Approved,Tue Jun 23 08:05:33 CEST 2015,Mon Jun 22 15:20:08 CEST 2015,Mon Jun 22 15:25:33 CEST 2015,Mon Jun 22 17:54:43 CEST 2015,,,,,[],{},5.377433333333333
188,34R3P23QHS2VOZUMP8PDGR3HCOMWH0,3ZBBW13US369JVLHVE262NE8KBVV95,Language study,A 3-minute language experiment,language experiment study communication fun cognitive science,$0.30,Mon Jun 22 14:29:20 CEST 2015,250,0,0,250,Reviewable,NotReviewed,1 cond,1800,60000,Thu Jun 25 14:29:20 CEST 2015,https://requester.mturk.com/mturk/manageHIT?HITId=34R3P23QHS2VOZUMP8PDGR3HCOMWH0,336YQZE83VFQPEE7A6NJ7GTJQ2ZM52,188,Approved,Tue Jun 23 08:05:38 CEST 2015,Mon Jun 22 15:21:01 CEST 2015,Mon Jun 22 15:25:38 CEST 2015,Mon Jun 22 17:54:43 CEST 2015,,,,,[],{},4.559733333333333
